x                y
0.052	255.8767198
0.1005	252.7641769
0.15	245.9640353
0.2025	241.0800093
0.2495	236.5138398
0.2985	232.2941514
0.3475	227.4609919
0.4025	222.8145759
0.452	221.0286172
0.501	217.1080177
0.546	214.84948
0.5995	212.2331028
0.6515	209.6197532
0.7	208.3456202
0.748	205.980078
0.802	203.8279887
0.8525	202.1629044
0.902	200.9498623
0.9525	199.3590201
0.9985	198.5705414
1.0535	197.3044073
1.1	196.14489
1.152	194.9227037
1.1985	193.7991563
1.249	193.6118722
1.2995	193.3087664
1.3485	192.5672917
1.3995	191.7790291
1.449	191.2389675
1.497	190.4672401
1.547	189.9170098
1.603	189.5878564
1.6475	188.8012926
1.703	188.5465146
1.746	188.7873856
1.8005	188.9171173
1.849	188.6852892
1.898	188.1057271
1.9485	187.6103532
1.999	187.4792515
2.0525	187.4496725
2.0985	187.4170554
2.148	187.0811401
2.199	186.6187736
2.248	186.7660771
2.3015	186.4515574
2.3505	186.3103708
2.4015	185.8420802
2.4485	185.8969857
2.4965	185.7066859
2.546	185.5672606
2.598	185.5036241
2.649	185.2681054
2.702	185.346711
2.7465	185.5255353
2.798	185.5182447
2.8505	185.2471337
2.902	185.198508
2.9525	185.3517205
3.0015	185.4223952
3.046	185.2887447
3.1	185.2254432
3.1465	184.9315634
3.198	185.0238712
3.25	185.2203401
3.3015	185.0946348
3.349	184.8382545
3.4015	184.8739512
3.451	184.9734345
3.501	185.0377935
3.5465	184.8982721
3.5965	184.6139348
3.65	184.4369587
3.699	184.4030787
3.7495	184.3080132
3.798	184.3080709
3.8515	184.2357991
3.8995	184.3104683
3.9485	184.4868106
4.002	184.3919506
4.0525	184.4251274
4.0975	184.498886
4.151	184.478089
4.201	184.3496997
4.2495	184.3170781
4.299	184.3388365
4.3495	184.3292888
4.4005	184.2589808
4.45	184.1906556
4.501	183.960928
4.5505	183.9210209
4.5985	183.6993549
4.6485	183.7926851
4.699	183.5120644
4.753	183.5370779
4.7985	183.2103538
4.848	183.1141446
4.897	182.938799
4.9495	183.1124892
4.9955	182.9080844
5.0465	182.9095839
5.099	182.5848929
5.1475	182.7385862
5.2	182.6287087
5.2475	182.5235546
5.298	182.4366752
5.3475	182.1232868
5.3995	182.3021205
5.45	182.1702033
5.4995	181.9927419
5.5485	181.8163403
5.5975	181.6259618
5.648	181.4643403
5.6995	181.616535
5.748	181.5267725
5.802	181.4514425
5.8525	181.3228572
5.9	181.1952701
5.949	180.8562737
6.002	180.5371328
6.0505	180.4955832
6.1015	180.3432046
6.1485	180.0909412
6.2025	179.9355115
6.248	179.9355115
6.299	179.7006896
6.3525	179.5334322
6.398	179.47641
6.4515	179.3955507
6.5015	179.2293457
6.551	179.1060985
6.6005	179.1060985
6.6505	178.7806189
6.6965	178.7806189
6.7475	178.5599865
6.798	178.574334
6.8495	178.4943013
6.8975	178.1029439
6.947	177.8436978
6.9985	177.7236295
7.0505	177.6039058
7.098	177.4090794
7.1505	177.2627368
7.201	177.0368204
7.2515	176.8770891
7.297	176.4196506
7.348	176.2607408
7.4015	176.2495677
7.4475	176.1318495
7.498	175.7429907
7.547	175.7387541
7.5995	175.7387541
7.648	175.2460356
7.6985	175.1691793
7.7505	175.0134123
7.7985	174.9271154
7.848	174.6038961
7.9	174.5242701
7.9495	174.4084896
7.998	173.9166087
8.0525	173.7587308
8.1	173.7239243
8.1455	173.3536104
8.1975	173.1864058
8.25	173.1864058
8.3015	173.0980602
8.3475	172.9305838
8.3995	172.5197071
8.4495	172.5197071
8.4955	172.1038566
8.5495	172.1038566
8.5985	171.9520679
8.647	171.5661624
8.6975	171.5661624
8.7515	171.1800686
8.8005	171.1800686
8.8475	170.9911169
8.901	170.6517194
8.9495	170.2384655
8.9955	170.2384655
9.052	170.0750113
9.101	170.0028605
9.148	169.6483064
9.199	169.4997907
9.2455	169.3962006
9.3025	169.3239476
9.3515	168.9271304
9.3995	168.6995923
9.447	168.5522701
9.4995	168.2224065
9.5485	168.2224065
9.5965	167.7632129
9.6515	167.6881092
9.698	167.7028096
9.7495	167.3344536
9.801	167.1880189
9.847	166.9508934
9.8995	166.7676876
9.9485	166.7246022
9.9985	166.3186194
10.051	166.189745
10.0995	165.7409452
10.1495	165.7409452
10.199	165.6004246
10.248	165.4944803
10.301	165.1517262
10.347	165.1517262
10.401	164.6659132
10.446	164.6659132
10.4985	164.3239026
10.548	164.1128592
10.5985	163.9691111
10.649	163.5328709
10.6985	163.4607338
10.7475	163.1184366
10.795	162.7811539
10.847	162.6768516
10.8985	162.5344311
10.949	162.5344311
11.0015	162.1690083
11.049	162.1690083
11.0975	161.7902148
11.148	161.7902148
11.2015	161.4483055
11.252	161.2919276
11.299	160.9489227
11.3495	160.8444742
11.3995	160.648549
11.447	160.451673
11.5005	160.1089067
11.553	159.8701088
11.599	159.8061595
11.6505	159.462739
11.697	159.1962337
11.7515	159.0913482
11.8	159.0008069
11.8485	158.6720009
11.899	158.5377324
11.9485	158.4525511
12.001	157.9541684
12.051	157.9495369
12.103	157.9533048
12.1475	157.7115053
12.198	157.2115268
12.25	157.2115268
12.2995	157.1967003
12.3495	156.7005971
12.3995	156.6646461
12.4495	156.3387165
12.499	155.9954253
12.552	155.9954253
12.6015	155.508386
12.65	155.508386
12.699	155.4796132
12.748	155.2411105
12.799	154.8297538
12.8495	154.8446017
12.899	154.7416069
12.9475	154.397153
12.999	154.3269677
13.045	153.9824801
13.0955	153.9824801
13.148	153.6766366
13.2	153.6144259
13.2495	153.2551688
13.2995	152.9493272
13.35	152.9493272
13.396	152.6048003
13.451	152.4674035
13.5005	152.1236189
13.548	152.0611485
13.5975	152.0611485
13.6495	151.6346656
13.695	151.4977114
13.7515	151.3777759
13.797	151.1379499
13.8495	150.6786913
13.9005	150.636011
13.9535	150.2962078
13.9995	150.2962078
14.0465	150.1950808
14.0955	150.1374074
14.148	149.7923696
14.1965	149.6413744
14.253	149.2961519
14.2985	148.9361732
14.349	148.9361732
14.398	148.9361732
14.448	148.8005763
14.496	148.4562234
14.551	148.2794415
14.597	148.1438031
14.649	147.7834974
14.697	147.7834974
14.7495	147.438215
14.7955	147.3027364
14.848	146.9581921
14.9	146.9581921
14.95	146.6128412
14.998	146.4975704
15.05	146.1372178
15.1005	146.0469182
15.15	145.5871792
15.195	145.602078
15.248	145.5247931
15.3005	145.5247931
15.347	145.1494635
15.3995	144.9541688
15.4475	144.9541688
15.499	144.574918
15.546	144.574918
15.6025	144.5299518
15.651	144.1842295
15.7	144.1842295
15.749	143.6126098
15.7995	143.6126098
15.848	143.5408378
15.8995	143.1951031
15.951	143.1951031
16.0025	143.0607903
16.049	142.4995286
16.098	142.4995286
16.1485	142.4348773
16.2005	142.0899634
16.2475	141.9821453
16.3015	141.9717632
16.3465	141.6267507
16.401	141.6267507
16.45	141.4929838
16.4965	141.1319129
16.5525	141.1319129
16.604	140.7858992
16.6455	140.6218248
16.7	140.4584644
16.7495	140.1467937
16.8025	140.1318684
16.8515	140.1318684
16.8975	139.7728011
16.948	139.7728011
16.9995	139.2965879
17.0495	139.0698994
17.1	139.0848237
17.149	138.8563856
17.1995	138.8563856
17.248	138.7071094
17.297	138.417855
17.3505	138.417855
17.3975	138.0718218
17.445	137.924647
17.4995	137.8331768
17.5485	137.4869781
17.6	137.4869781
17.649	136.9925351
17.6955	136.9925351
17.7495	136.9925351
17.799	136.5958497
17.8505	136.3550612
17.897	136.3241726
17.948	136.3241726
17.999	136.0858944
18.0505	136.0858944
18.0975	135.72537
18.1505	135.72537
18.1975	135.3231155
18.2455	135.3231155
18.3005	134.976721
18.352	134.976721
18.3965	134.6823572
18.451	134.6972973
18.5015	134.3509378
18.552	134.2594686
18.598	134.2594686
18.65	134.1117544
